天空	320
光輝	320
大叔	320
卡比	320
月亮	320
頭巾	320
散步	320
花蜜	320
回去	320
搞	320
王冠	320
畏縮	320
猴	319
房間	318
來場	317
年	316
時會	314
標記	314
失敗	312
研究	312
一切	312
眼睛	312
捲	312
電流	312
巨大	312
講究	312
羅斯	312
夢幻	312
詛咒	312
各位	312
自豪	312
污泥	312
實在	312
倍	312
光線	312
自由	312
心靈	312
高	311
寶	311
同行	310
哪個	306
重新	306
一半	305
即將	304
還能	304
取消	304
單打	304
馬達	304
相遇	304
拉斯	304
爆炸	304
創造	304
珍珠	304
介紹	304
解除	304
盒	303
有人	302
確認	302
像是	302
強	301
嗚	301
網路	298
帶來	298
資訊	296
令人	296
再次	296
空中	296
稀有	296
絕對	296
烈焰	296
蜥蜴	296
甲殼	296
雪	296
香氣	296
商店	296
診斷	296
銳利	296
電力	296
知識	296
金色	296
哈哈哈	296
瀕死	296
眼鏡	296
極巨	296
寶可夢們	295
拉帝	295
哼	295
追	295
奇跡	293
隨時	292
俱樂部	292
呼	292
第	291
電腦	290
聲音	289
越來越	288
帶著	288
鑽	288
特別	288
密語	288
前面	288
下去	288
原來如此	288
怪力	288
多邊	288
大自然	288
骨頭	288
拳頭	288
沙暴	288
清楚	288
倉庫	288
著迷	288
合體	288
糖飾	288
生命	286
起	285
城鎮	280
挖洞	280
稍微	280
派出	280
請問	280
吉利	280
放出	280
地圖	280
蟲	280
投擲	280
來自	280
出場	280
恭喜	280
輸入	280
濱海	280
伽	280
儲存	280
誕生	280
伏特	280
要害	280
樹	280
多少	280
甜蜜	280
勝負	280
序號	280
踢	279
魚	278
吸引	276
於	274
還沒	273
遇見	272
成員	272
花紋	272
很久以前	272
不可思議	272
媽媽	272
就要	272
打開	272
火山	272
大蔥	272
火球	272
青草	272
練習	272
雪峰	272
趕快	272
尖銳	272
感到	272
回來	272
變身	272
代表	272
優秀	272
最近	272
感謝	272
擊中	272
魔法	272
船票	272
原本	271
全部	270
滿	269
樂趣	268
角	268
我來	267
夢	266
互動	264
恢復	264
做好	264
否	264
狀況	264
有趣	264
爸爸	264
十足	264
總之	264
蛙	264
燃燒	264
聰明	264
來說	264
不好	264
電氣	264
腳下	264
電	263
那種	262
山	262
大師級	260
全世界	258
興奮	258
還會	256
評審	256
殼	256
閃電	256
之間	256
味道	256
蚊香	256
圖騰	256
拉	256
大嘴	256
甜甜	256
鯊	256
煤炭	256
黏	256
空洞	256
炭坑	256
神話	256
削減	256
噴霧	256
自然	256
客房	256
買	255
以及	254
全	254
同時	250
認真	250
來看	249
會場	248
顏色	248
帶有	248
身邊	248
空氣	248
太好了	248
噴火龍	248
走路	248
金屬	248
咆哮	248
大量	248
甜	248
太棒了	248
做出	248
睡眠	248
畫	248
全力	248
失去	248
靈魂	248
冰雹	248
薄霧	248
子	247
等等	246
本	244
社群	242
一部分	242
另外	241
每	241
有時候	240
表現	240
穿	240
存在	240
不論是	240
需	240
旋轉	240
歡迎光臨	240
之廳	240
跳	240
不停	240
螳螂	240
念力	240
索爾	240
食材	240
立志	240
友好	240
頭上	240
體內	240
巢穴	240
一隻	240
姐姐	240
爪	240
便會	240
唷	240
水滴	240
四角	240
元氣	240
哨	240
橋梁	240
家緣市	239
屋	239
迷	239
幫助	238
辛苦	236
立刻	232
深	232
基因	232
目前	232
突然	232
老大	232
憤怒	232
危險	232
見	232
鼠	232
根	232
一旦	232
白色	232
形成	232
記得	232
減少	232
波動	232
傷藥	232
書	232
要來	232
所謂	232
將會	231
如此	231
岩	231
給我	231
方法	230
多多	230
按鍵	229
方式	226
大濕地	226
打敗	226
購買	224
造成	224
台	224
離開	224
上場	224
雷	224
復原	224
不到	224
耳	224
稍候片刻	224
幸運	224
鯉魚	224
怪手	224
拍拍	224
瑪	224
噴出	224
黑	224
帕爾	224
邀請	224
噴壺	224
敵人	224
長大	224
表達	224
地獄	224
時光	224
強力	224
危機	224
人家	224
根本	224
務必	224
年輕	224
每個	224
贏過	224
氣象	224
替身	224
不易	224
暗影	224
離場	224
卡帶	224
為止	223
或是	222
玩家	222
主機	222
附近	222
幫忙	222
寶可夢盒	221
全國	220
模式	220
會將	220
複製	219
部分	218
各自	218
不知	217
下來	217
戰勝	216
最大	216
或許	216
時尚	216
風格	216
越大	216
明白	216
用於	216
隱藏	216
機器	216
說話	216
睡覺	216
去過	216
傑尼龜	216
水母	216
袋獸	216
噴火	216
頭蓋	216
材料	216
衝浪	216
飛翔	216
撞擊	216
衝擊	216
想想	216
兌換券	216
認證	216
樹葉	216
類型	216
奪取	216
影響	215
其中	214
有個	214
回到	214
之類	214
為何	214
方便	210
是從	209
機會	208
認識	208
今後	208
呆呆	208
敏捷	208
究極	208
島	208
後院	208
新月	208
神和鎮	208
旅行	208
基礎	208
包裹	208
看見	208
肌肉	208
奇異	208
氣息	208
釣到	208
《	208
》	208
那些	208
甘心	208
迴旋	208
野原市	207
打算	207
飛	204
畫面	202
受傷	200
食物	200
豪華	200
那樣	200
便	200
是否	200
可惜	200
迷路	200
多拉	200
結	200
整個	200
高手	200
節目	200
聯絡	200
名人堂	200
背上	200
一擊	200
到來	200
一步	200
馬上	200
沉睡	200
修行	200
擔心	200
精彩	200
熾熱	200
肥	200
黑名單	200
香草	200
吹	199
有寶可夢	195
隨意	195
屬於	194
下鍵	193
了解	192
鄰近	192
唉呀	192
當作	192
天王	192
奇怪	192
貴重	192
蔓藤	192
金魚	192
鴨嘴	192
赫拉克	192
沙漠	192
泡泡	192
且	192
集中	192
大師	192
嚴酷	192
而已	192
可追蹤	192
泥土	192
驚人	192
噴射	192
接觸	192
破壞	192
怎麼回事	192
一共	192
很棒	192
哈哈	192
兩個	192
惡夢	192
香水	192
勒	192
右轉	192
左轉	192
補劑	192
香果	192
梨果	192
袋裝	192
瓢	191
捉到	191
睡	191
親密	191
必須	190
客人	190
服務	190
撞	189
一件	188
變為	188
總覺	186
上升	186
光	185
鍵	184
試試看	184
放入	184
出去	184
建造	184
錯誤	184
形態	184
話	184
精英	184
噗	184
登錄	184
潛水	184
火龍	184
狗	184
巨鉗	184
人偶	184
暴鯉龍	184
葉	184
罐	184
班基	184
巨金怪	184
羅	184
之中	184
如同	184
真正	184
水脈市	184
閃耀	184
結出	184
麵	184
喀	184
快速	184
羽毛	184
冰冷	184
深處	184
預知	184
接受	184
算了	184
嗨	184
話說回來	184
比起	184
人生	184
難以	184
可惡	184
同伴	184
連勝	184
減弱	184
會令	184
清除	182
身為	182
表演者	178
個人	178
睡著	178
更改	177
有種	177
選單	176
舞蹈	176
發光	176
裝著	176
祝慶市	176
可疑	176
臭鼬	176
耿鬼	176
四	176
一番	176
在意	176
胖丁	176
小拳	176
百變	176
菊	176
石獸	176
大鋼	176
暴	176
泳圈	176
暴雪	176
舞	176
下雨	176
湖畔	176
水路	176
阿羅	176
鬆軟	176
鎧甲	176
體毛	176
手臂	176
水中	176
深海	176
發動	176
留下	176
照顧	176
緊緊	176
不用	176
圍巾	176
電梯	176
氣球	176
寶可夢來	176
餵給	176
完美	176
炸彈	176
水手	176
徹底	176
煙霧	176
現場	176
得文	176
毒針	175
關閉	174
大濕	174
超	174
愛好者	174
哈	174
不得了	174
究竟	174
戴	173
輕鬆	172
刺	170
操控	168
評價	168
關都	168
盯	168
靠近	168
平常	168
大尾狸	168
海兔	168
六尾	168
牙齒	168
身影	168
瓦斯	168
藍	168
巨沼	168
沙奈朵	168
勾魂	168
波士	168
巨牙	168
七夕	168
青鳥	168
百合	168
飛龍	168
草兒	168
卡利	168
艾路	168
雷朵	168
芳香	168
果實	168
內部	168
而來	168
認為	168
適合	168
祝慶	168
冰柱	168
大樓	168
愉快	168
動彈	168
穿越	168
海裡	168
溫暖	168
捕獲	168
分身	168
感情	168
不愧	168
數字	168
心意	168
許願	168
小朋友	168
牙	168
本事	168
無理取鬧	168
平分	168
手環	168
蘋果	168
寶可夢聞	168
荳	168
蔻	168
韁繩	168
開啟	167
全都	167
心齊湖	167
般	167
可夢	167
啾	167
會僅	167
數量	166
魅力	166
時能	166
卡	166
設定	164
看著	164
咬	164
蟲寶可夢	164
則	164
其他人	162
家卡	162
技術	162
戰間	162
過的	161
忘	161
阿爾	161
宙斯	161
必定會	161
秘巢	160
除了	160
挖出	160
過程	160
寫入	160
帕奇	160
飄飄	160
臉	160
外面	160
出發	160
明天	160
形狀	160
派	160
幾個	160
地上	160
聽到	160
蜂	160
火爆	160
磁怪	160
大舌頭	160
魔牆	160
肯	160
泰羅	160
拉普拉斯	160
飛魚	160
吼吼	160
鯨	160
仙人掌	160
娃娃	160
櫻花	160
樹林	160
猛	160
烈咬陸	160
自爆	160
同樣	160
自信	160
學校	160
生存	160
一位	160
果汁	160
推薦	160
萬歲	160
喜愛	160
湖泊	160
埋進	160
晚上	160
孢子	160
群體	160
激烈	160
那位	160
先制	160
獲勝	160
見面	160
大爺	160
熱愛	160
無聊	160
準	160
反射壁	160
壁紙	160
蕉	160
凰	160
頭帶	160
罐頭	160
完	159
肚子	159
待	159
者	159
愛	159
亞斯	158
鎮	158
如	157
先生	157
櫃台	156
達成	154
之笛	154
情況	152
區域	152
這邊	152
城	152
利茲	152
火稚	152
含羞	152
苞	152
鷗	152
散發出	152
悠閒	152
忙	152
旁邊	152
地震	152
互相	152
收到	152
搜尋	152
見到	152
打造	152
章魚	152
桶	152
樂	152
蛾	152
恰雷姆	152
貓鼬	152
土台	152
女王	152
黑夜	152
差不多	152
虎	152
金剛	152
口中	152
滋味	152
睿智	152
發燒友	152
總算	152
盡情	152
想起	152
零用錢	152
街頭	152
出生	152
習性	152
吃掉	152
夾住	152
衝撞	152
襲擊	152
淺灘	152
終於	152
頭錘	152
吵鬧	152
喂	152
閃光	152
的確	152
畢竟	152
鮮奶	152
戲法	152
陪	152
瘋狂	152
電光	152
突擊	152
充電	152
挑釁	152
藥	152
票	152
蘿蔔	152
騎	151
放	150
受	150
簡單	150
濃霧	150
間	149
同	148
按下	147
記錄	146
再試一次	146
加速	146
負電	146
發揮	146
穿過	146
抓	145
路上	144
水面	144
攪拌	144
地點	144
擺放	144
度	144
入口	144
位置	144
對象	144
超夢	144
一天	144
小福蛋	144
播報	144
緊張	144
還要	144
個性	144
恐龍	144
皮	144
龍王	144
鼻	144
正電	144
不良	144
迦雷歐	144
雅拉	144
硬	144
柔軟	144
高級	144
植物	144
關於	144
面前	144
獎品	144
店	144
雙葉	144
剩下	144
找出	144
公里	144
皮膚	144
多麼	144
鬃毛	144
至今	144
理解	144
陽光	144
怨念	144
了不起	144
沙子	144
猛烈地	144
裝置	144
兒子	144
大人	144
腳步	144
怎麼辦	144
保險	144
小孩	144
包圍	144
擊敗	144
千里迢迢	144
拿出	144
潔淨	144
鳥寶可夢	144
龍寶可夢	144
訪問	144
不準	144
反作用力	144
白玉	144
蟲的	144
封鎖	144
之願	144
蔓莓果	144
配送	144
不太	143
露奈	143
才行	143
奇	142
鏡頭	142
居然	142
皮卡	142
會變	139
到處	138
天	137
功能	136
逐漸	136
上鉤	136
順利	136
最好	136
程度	136
碰到	136
地底	136
暱稱	136
經歷	136
弄	136
某	136
大木	136
假面	136
浮潛鼬	136
事物	136
興趣	136
咬住	136
四處	136
藤蔓	136
寂寞	136
難道	136
難	136
再說	136
三	136
累積	136
獨角	136
毒刺	136
催眠	136
蟹	136
大竺葵	136
寶寶	136
長尾	136
翁	136
狃	136
娃	136
熱帶	136
草苗龜	136
皇子	136
帝王	136
拿波	136
聒噪	136
尖牙	136
葉伊布	136
象徵	136
梟	136
膽小	136
覆蓋	136
登場	136
不想	136
比賽	136
持續	136
算是	136
沒什麼	136
餐廳	136
鎖鏈	136
海底	136
快樂	136
鳥嘴	136
十分	136
暴風雪	136
結實	136
文字	136
反而	136
輸掉	136
有關	136
模仿	136
楔石	136
一片	136
有用	136
填滿	136
回家	136
一路	136
我贏	136
哎呀呀	136
物理	136
自我	136
鈴鐺	136
凍住	136
冷靜	136
香	136
簽名	136
來賓	136
一節	136
光牆	136
後備	136
釋放	136
反射	136
封印	136
與眾	136
少量	136
裝有	136
強者	134
經驗值	134
欣賞	133
而是	129
夢想	129
目的	128
提供	128
某個	128
配合	128
雷達	128
並且	128
引導	128
展示	128
暴風	128
急凍鳥	128
總有一天	128
沒關係	128
醒過來	128
小光	128
帝牙	128
麒麟	128
優雅	128
痛苦	128
第一次	128
回答	128
拿到	128
一座	128
曉得	128
地鼠	128
潛入	128
一帶	128
水箭龜	128
風速	128
海獅	128
雙彈	128
水伊布	128
鐮刀	128
波克	128
蜻蜓	128
天蠍	128
巨翅	128
木	128
爆音	128
眼	128
薔薇	128
晃晃	128
斑	128
飯匙	128
變隱龍	128
珍珠貝	128
火猴	128
波加曼	128
銅鐘	128
蠍	128
巨	128
泥巴	128
啄	128
鱗甲	128
直接	128
觀眾	128
時機	128
組長	128
勒爾	128
登入	128
卡片	128
海邊	128
次數	128
釋放出	128
外殼	128
忍耐	128
背面	128
威嚇	128
現身	128
最愛	128
湖裡	128
痛	128
簡直	128
撕裂	128
約	128
悲傷	128
蓑衣	128
搗亂	128
瞧瞧	128
融化	128
前方	128
市寶可夢道	128
弱點	128
粉絲	128
主人	128
偷懶	128
遺忘	128
播放器	128
鑽石	128
白霧	128
鎖定	128
終極	128
鑰匙卡	128
特大	128
吻	128
蓄力	128
拍落	128
重力	128
死纏爛打	128
束縛	128
紅牌	128
佛	128
車票	128
再試	128
環境	127
蓋	127
花苑鎮	127
不安	127
錢	127
世界各地	126
整理	126
戰中	125
會贏	125
道	123
途中	122
最佳	122
米	122
不見	121
迷你	121
有所	121
教	121
塊	121
寫下	120
迅速	120
不在	120
每次	120
導致	120
石盒	120
地球儀	120
維持	120
已滿	120
寶可夢時	120
久等	120
彩虹	120
毀壞	120
澀	120
苦味	120
酸味	120
一臉	120
明輝	120
腕力	120
梅麗莎	120
東瓜	120
鑑定	120
生氣	120
幹勁	120
快要	120
平靜	120
奇妙	120
耀眼	120
更好	120
珍惜	120
忍不住	120
座	120
看吧	120
頑皮	120
凱	120
雷伊布	120
火伊布	120
大力	120
電龍	120
鴉	120
弟弟	120
蝸牛	120
鳳蝶	120
粉蛾	120
蘑	120
菇	120
駝	120
搖籃	120
風鈴	120
阿勃梭	120
魯	120
圓	120
法師	120
紳士	120
青	120
歐	120
河馬	120
霓虹	120
舔	120
遠古	120
冰伊布	120
魔靈	120
鐵球	120
狙射樹	120
熾焰	120
西獅海	120
壬	120
狼	120
星	120
瑪夏多	120
子果	120
生長	120
蓄積	120
接近	120
圖書館	120
電影	120
關閉電源	120
體重	120
實在太	120
琥珀	120
香味	120
足以	120
戰術	120
毒液	120
操縱	120
引起	120
影子	120
眼前	120
瞄準	120
擺出	120
鋒利	120
稀奇	120
海洋	120
十萬	120
潮濕	120
自身	120
告示板	120
訣竅	120
不介意	120
心得	120
別	120
正是	120
光臨	120
麻煩	120
幾次	120
回憶	120
過得	120
反正	120
土壤	120
通通	120
確實	120
飲料	120
出色	120
嗚嗚	120
以外	120
考驗	120
豐富	120
金珠	120
無限	120
演出	120
二連	120
定身法	120
旋渦	120
錘	120
十字	120
減半	120
金幣	120
鬃岩	119
謎擬	119
杖	119
必定	119
贏了	119
刺進	119
空	118
前端	118
無	118
光是	118
男	118
困難	116
帕路	116
投	116
劈	116
無比	114
伺服器	114
各地	112
視覺	112
音樂	112
換裝	112
遊玩	112
專用	112
雨	112
密碼	112
好多	112
利多	112
戳	112
大大的	112
渾身	112
大聲	112
撲	112
出售	112
我能	112
多多指教	112
放在	112
心跳	112
卡咪龜	112
綠	112
尼多后	112
尼多王	112
超音	112
蝠	112
蝌蚪	112
泳士	112
白	112
泥	112
刺菊	112
快龍	112
草葉	112
月桂	112
小鋸	112
大尾立	112
貓頭	112
夜鷹	112
叉字蝠	112
波克比	112
瑪力露	112
樹才	112
沼王	112
土龍	112
布魯	112
圖圖	112
犬	112
大奶	112
守宮	112
水躍魚	112
沼躍魚	112
天河	112
童	112
請假	112
鐵面	112
電螢	112
夢歌	112
鯰魚	112
鐵	112
土偶	112
美納斯	112
海豹	112
古	112
空棘	112
姆克鷹	112
倫琴	112
絲雷朵	112
護城	112
結草	112
貴婦	112
雙尾	112
妖魔	112
烏鴉	112
頭頭	112
東施	112
坦克	112
花岩	112
籠	112
超甲狂	112
犀	112
魔獸	112
炎獸	112
基斯	112
巨蜓	112
象牙	112
大朝北	112
妖女	112
泡沫	112
劍	112
吸收	112
懂得	112
測試	112
公司	112
神殿	112
洞穴	112
連結	112
慶典	112
競技場	112
一段時間	112
營養	112
花苞	112
尖刺	112
漩渦	112
構成	112
搖晃	112
沙灘	112
出拳	112
藉此	112
溫柔	112
分給	112
架勢	112
慢吞吞	112
傳達	112
彈跳	112
啄食	112
拼命	112
恐怖	112
送到	112
般地	112
代替	112
咬碎	112
粉紅色	112
新聞	112
音速	112
渾圓	112
唉	112
這點	112
建立	112
這樣的話	112
能源	112
多虧	112
一群	112
太強	112
哇哇	112
祈願	112
騎著	112
自行車道	112
嘿嘿	112
之符	112
嚕	112
種植	112
堅強	112
虹色	112
特區	112
之軀	112
好強	112
覺醒	112
不要緊	112
沉重	112
紫色	112
樂曲	112
礦石	112
玩玩	112
藍天	112
乾杯	112
會輸	112
黎明	112
並於	112
暗夜	112
刺耳	112
滅亡	112
環	112
風暴	112
黏網	112
白銀	112
長成	112
手鐲	112
即時通訊	112
投影	112
護目鏡	112
咖哩	112
茶壺	112
稍後	112
贈予	112
竹蘭	111
冷	111
棒	111
中有	110
時代	110
迷失	110
設計	109
張	109
當寶可夢	108
蟲之	108
高速	106
就連	106
寶芬盒	105
時速	105
船	105
期間	104
崩塌	104
大陸	104
歐斯	104
歐卡	104
辣味	104
甜味	104
型錄	104
一本	104
何時	104
臉頰	104
大概	104
於是	104
麥兒	104
盧卡	104
艾姆	104
葵花	104
大君	104
聲	104
跑步	104
舒服	104
一股	104
明亮	104
袋子	104
好事	104
電球	104
海	104
熊	104
卡璞	104
刺激	104
遙遠	104
超過	104
想像	104
編號	104
位	104
豐緣	104
研究所	104
出示	104
指教	104
想不到	104
對不起	104
根狀	104
盾甲	104
擲	104
時刻	104
幾乎	104
致命	104
頭痛	104
指令	104
絕不會	104
經過	104
氣體	104
鼻子	104
鉗子	104
語言	104
聞名	104
復活	104
氣場	104
月光	104
擊落	104
逃脫	104
猛撞	104
永遠	104
喝	104
好吃	104
往	104
任何人	104
封住	104
海上	104
大鬧	104
這段	104
一趟	104
這時	104
好久	104
好久不見	104
年輕人	104
美妙	104
本來	104
很快	104
計時	104
展現出	104
鬥志	104
學到	104
怎樣	104
打扮	104
嘎	104
水之石	104
腳印	104
這件	104
粉紅	104
攀岩	104
緣	104
特訓	104
果真	104
拿下	104
點數卡	104
出戰	104
山鎮	104
亂	104
空手道	104
對於	104
場對戰	104
強制	104
發送	104
劈開	104
妖怪	104
胡地	104
湯匙	104
挺住	104
彗星	104
利刃	104
廣域	104
抵抗	104
護具	104
束帶	104
護腕	104
即食	104
之牙	104
至	103
列表	102
對寶可夢	102
塔	102
極巨化	102
好奇	101
小姐	101
此外	100
下降	100
別的	98
看不見	98
